wise_content_id,wiseable_type,wiseable_id,content,attribution_text,medical_society_id,pdf_url
97,Diagnosis,796,"Dont routinely do diagnostic testing in patients with chronic urticaria.

In the overwhelming majority of patients with chronic urticaria, a definite etiology is not identified. Limited laboratory testing may be warranted to exclude underlying causes. Targeted laboratory testing based on clinical suspicion is appropriate. Routine extensive testing is neither cost effective nor associated with improved clinical outcomes. Skin or serum-specific IgE testing for inhalants or foods is not indicated, unless there is a clear history implicating an allergen as a provoking or perpetuating factor for urticaria.","The American Academy of Allergy Asthma & Immunology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",7,
99,Diagnosis,190,"Dont routinely do diagnostic testing in patients with chronic urticaria.

In the overwhelming majority of patients with chronic urticaria, a definite etiology is not identified. Limited laboratory testing may be warranted to exclude underlying causes. Targeted laboratory testing based on clinical suspicion is appropriate. Routine extensive testing is neither cost effective nor associated with improved clinical outcomes. Skin or serum-specific IgE testing for inhalants or foods is not indicated, unless there is a clear history implicating an allergen as a provoking or perpetuating factor for urticaria.","The American Academy of Allergy Asthma & Immunology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",7,
101,Procedure,394,"Dont use post-operative splinting of the wrist after carpal tunnel release for long-term relief.

Routine post-operative splinting of the wrist after the carpal tunnel release procedure showed no benefit in grip or lateral pinch strength or bowstringing. In addition, the research showed no effect in complication rates, subjective outcomes or patient satisfaction. Clinicians may wish to provide protection for the wrist in a working environment or for temporary protection. However, objective criteria for their appropriate use do not exist. Clinicians should be aware of the detrimental affects including adhesion formation, stiffness and prevention of nerve and tendon movement.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions. ",9,
103,Procedure,360,"Dont use post-operative splinting of the wrist after carpal tunnel release for long-term relief.

Routine post-operative splinting of the wrist after the carpal tunnel release procedure showed no benefit in grip or lateral pinch strength or bowstringing. In addition, the research showed no effect in complication rates, subjective outcomes or patient satisfaction. Clinicians may wish to provide protection for the wrist in a working environment or for temporary protection. However, objective criteria for their appropriate use do not exist. Clinicians should be aware of the detrimental affects including adhesion formation, stiffness and prevention of nerve and tendon movement.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions. ",9,
105,Procedure,402,"Dont use post-operative splinting of the wrist after carpal tunnel release for long-term relief.

Routine post-operative splinting of the wrist after the carpal tunnel release procedure showed no benefit in grip or lateral pinch strength or bowstringing. In addition, the research showed no effect in complication rates, subjective outcomes or patient satisfaction. Clinicians may wish to provide protection for the wrist in a working environment or for temporary protection. However, objective criteria for their appropriate use do not exist. Clinicians should be aware of the detrimental affects including adhesion formation, stiffness and prevention of nerve and tendon movement.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
107,Diagnosis,133,"Dont use post-operative splinting of the wrist after carpal tunnel release for long-term relief.

Routine post-operative splinting of the wrist after the carpal tunnel release procedure showed no benefit in grip or lateral pinch strength or bowstringing. In addition, the research showed no effect in complication rates, subjective outcomes or patient satisfaction. Clinicians may wish to provide protection for the wrist in a working environment or for temporary protection. However, objective criteria for their appropriate use do not exist. Clinicians should be aware of the detrimental affects including adhesion formation, stiffness and prevention of nerve and tendon movement.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
109,Diagnosis,532,"Dont use glucosamine and chondroitin to treat patients with symptomatic osteoarthritis of the knee.

Both glucosamine and chondroitin sulfate do not provide relief for patients with symptomatic osteoarthritis of the knee.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,https://s3.amazonaws.com/itriage/choosing_wisely/109.pdf
111,Procedure,399,"Avoid performing routine post-operative deep vein thrombosis ultrasonography screening in patients who undergo elective hip or knee arthroplasty.

Since ultrasound is not effective at diagnosing unsuspected deep vein thrombosis (DVT) and appropriate alternative screening tests do not exist, if there is no change in the patients clinical status, routine post-operative screening for DVT after hip or knee arthroplasty does not change outcomes or clinical management.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
113,Procedure,239,"Avoid performing routine post-operative deep vein thrombosis ultrasonography screening in patients who undergo elective hip or knee arthroplasty.

Since ultrasound is not effective at diagnosing unsuspected deep vein thrombosis (DVT) and appropriate alternative screening tests do not exist, if there is no change in the patients clinical status, routine post-operative screening for DVT after hip or knee arthroplasty does not change outcomes or clinical management.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
115,Procedure,398,"Avoid performing routine post-operative deep vein thrombosis ultrasonography screening in patients who undergo elective hip or knee arthroplasty.

Since ultrasound is not effective at diagnosing unsuspected deep vein thrombosis (DVT) and appropriate alternative screening tests do not exist, if there is no change in the patients clinical status, routine post-operative screening for DVT after hip or knee arthroplasty does not change outcomes or clinical management.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
117,Procedure,240,"Avoid performing routine post-operative deep vein thrombosis ultrasonography screening in patients who undergo elective hip or knee arthroplasty.

Since ultrasound is not effective at diagnosing unsuspected deep vein thrombosis (DVT) and appropriate alternative screening tests do not exist, if there is no change in the patients clinical status, routine post-operative screening for DVT after hip or knee arthroplasty does not change outcomes or clinical management.","The American Academy of Orthopaedic Surgeons and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",9,
119,Procedure,188,"Dont delay palliative care for a patient with serious illness who has physical, psychological, social or spiritual distress because they are pursuing disease-directed treatment.

Numerous studiesincluding randomized trialsprovide evidence that palliative care improves pain and symptom control, improves family satisfaction with care and reduces costs. Palliative care does not accelerate death, and may prolong life in selected populations.","The American Academy of Hospice and Palliative Medicine and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",13,
121,Diagnosis,207,"Dont use antipsychotics as first choice to treat behavioral and psychological symptoms of dementia.

People with dementia often exhibit aggression, resistance to care and other challenging or disruptive behaviors. In such instances, antipsychotic medicines are often prescribed, but they provide limited benefit and can cause serious harm, including stroke and premature death. Use of these drugs should be limited to cases where non-pharmacologic measures have failed and patients pose an imminent threat to themselves or others. Identifying and addressing causes of behavior change can make drug treatment unnecessary.","The American Geriatrics Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",11,https://s3.amazonaws.com/itriage/choosing_wisely/121.pdf
123,Diagnosis,969,"Dont recommend percutaneous feeding tubes in patients with advanced dementia; instead offer oral assisted feeding.

Careful hand-feeding for patients with severe dementia is at least as good as tube-feeding for the outcomes of death, aspiration pneumonia, functional status and patient comfort. Food is the preferred nutrient. Tube-feeding is associated with agitation, increased use of physical and chemical restraints and worsening pressure ulcers.","The American Geriatrics Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",11,https://s3.amazonaws.com/itriage/choosing_wisely/123.pdf
125,Diagnosis,538,"Dont screen low risk women with CA-125 or ultrasound for ovarian cancer.

CA-125 and ultrasound in low risk, asymptomatic women have not led to diagnosis of ovarian cancer in earlier stages of disease or reduced ovarian cancer mortality. False positive results of either test can lead to unnecessary procedures, which have risks of complication.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
127,Diagnosis,240,"Dont perform Pap tests for surveillance of women with a history of endometrial cancer.

Pap testing of the top of the vagina in women treated for endometrial cancer does not improve detection of local recurrence. False positive Pap smears in this group can lead to unnecessary procedures such as colposcopy and biopsy.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
129,Procedure,190,"Dont perform Pap tests for surveillance of women with a history of endometrial cancer.

Pap testing of the top of the vagina in women treated for endometrial cancer does not improve detection of local recurrence. False positive Pap smears in this group can lead to unnecessary procedures such as colposcopy and biopsy.
","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
131,Procedure,59,"Dont perform colposcopy in patients treated for cervical cancer with Pap tests of low-grade squamous intraepithelial lesion (LGSIL) or less.

Colposcopy for low-grade abnormalities in this group does not detect recurrence unless there is a visible lesion and is not cost effective.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
133,Diagnosis,149,"Dont perform colposcopy in patients treated for cervical cancer with Pap tests of low-grade squamous intraepithelial lesion (LGSIL) or less.

Colposcopy for low-grade abnormalities in this group does not detect recurrence unless there is a visible lesion and is not cost effective.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
135,Diagnosis,827,"Avoid routine imaging for cancer surveillance in women with gynecologic cancer, specifically ovarian, endometrial, cervical, vulvar and vaginal cancer.

Imaging in the absence of symptoms or rising tumor markers has shown low yield in detecting recurrence or impacting overall survival.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
137,Diagnosis,802,"Avoid routine imaging for cancer surveillance in women with gynecologic cancer, specifically ovarian, endometrial, cervical, vulvar and vaginal cancer.

Imaging in the absence of symptoms or rising tumor markers has shown low yield in detecting recurrence or impacting overall survival.","The Society of Gynecologic Oncology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",15,
139,Procedure,24,"Dont use dual-energy x-ray absorptiometry (DEXA) screening for osteoporosis in women younger than 65 or men younger than 70 with no risk factors.

DEXA is not cost effective in younger, low-risk patients, but is cost effective in older patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/139.pdf
141,Diagnosis,1042,"Dont use dual-energy x-ray absorptiometry (DEXA) screening for osteoporosis in women younger than 65 or men younger than 70 with no risk factors.

DEXA is not cost effective in younger, low-risk patients, but is cost effective in older patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/141.pdf
143,Diagnosis,943,"Dont use dual-energy x-ray absorptiometry (DEXA) screening for osteoporosis in women younger than 65 or men younger than 70 with no risk factors.

DEXA is not cost effective in younger, low-risk patients, but is cost effective in older patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/143.pdf
145,Procedure,454,"Dont schedule elective, non-medically indicated inductions of labor or Cesarean deliveries before 39 weeks, 0 days gestational age.

Delivery prior to 39 weeks, 0 days has been shown to be associated with an increased risk of learning disabilities and a potential increase in morbidity and mortality. There are clear medical indications for delivery prior to 39 weeks and 0 days based on maternal and/or fetal conditions. A mature fetal lung test, in the absence of appropriate clinical criteria, is not an indication for delivery.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/145.pdf
147,Diagnosis,599,"Dont schedule elective, non-medically indicated inductions of labor or Cesarean deliveries before 39 weeks, 0 days gestational age.

Delivery prior to 39 weeks, 0 days has been shown to be associated with an increased risk of learning disabilities and a potential increase in morbidity and mortality. There are clear medical indications for delivery prior to 39 weeks and 0 days based on maternal and/or fetal conditions. A mature fetal lung test, in the absence of appropriate clinical criteria, is not an indication for delivery.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/147.pdf
149,Diagnosis,867,"Dont screen for carotid artery stenosis (CAS) in asymptomatic adult patients.

There is good evidence that for adult patients with no symptoms of carotid artery stenosis, the harms of screening outweigh the benefits. Screening could lead to non-indicated surgeries that result in serious harms, including death, stroke and myocardial infarction.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,
151,Procedure,41,"Dont screen for carotid artery stenosis (CAS) in asymptomatic adult patients.

There is good evidence that for adult patients with no symptoms of carotid artery stenosis, the harms of screening outweigh the benefits. Screening could lead to non-indicated surgeries that result in serious harms, including death, stroke and myocardial infarction.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,
153,Diagnosis,536,"Dont prescribe antibiotics for otitis media in children aged 2 to 12 years with non-severe symptoms where the observation option is reasonable.

The observation option refers to deferring antibacterial treatment of selected children for 48 to 72 hours and limiting management to symptomatic relief. The decision to observe or treat is based on the childs age, diagnostic certainty and illness severity. To observe a child without initial antibacterial therapy, it is important that the parent or caregiver has a ready means of communicating with the clinician. There also must be a system in place that permits reevaluation of the child.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/153.pdf
155,Procedure,258,"Dont perform voiding cystourethrogram (VCUG) routinely in first febrile urinary tract infection (UTI) in children aged 224 months.

The risks associated with radiation (plus the discomfort and expense of the procedure) outweigh the risk of delaying the detection of the few children with correctable genitourinary abnormalities until their second UTI.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,
157,Procedure,359,"Dont routinely screen for prostate cancer using a prostate-specific antigen (PSA) test or digital rectal exam.

There is convincing evidence that PSA-based screening leads to substantial over-diagnosis of prostate tumors. Many tumors will not harm patients, while the risks of treatment are significant. Physicians should not offer or order PSA screening unless they are prepared to engage in shared decision making that enables an informed choice by patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/157.pdf
159,Diagnosis,609,"Dont routinely screen for prostate cancer using a prostate-specific antigen (PSA) test or digital rectal exam.

There is convincing evidence that PSA-based screening leads to substantial over-diagnosis of prostate tumors. Many tumors will not harm patients, while the risks of treatment are significant. Physicians should not offer or order PSA screening unless they are prepared to engage in shared decision making that enables an informed choice by patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/159.pdf
161,Procedure,82,"Dont routinely screen for prostate cancer using a prostate-specific antigen (PSA) test or digital rectal exam.

There is convincing evidence that PSA-based screening leads to substantial over-diagnosis of prostate tumors. Many tumors will not harm patients, while the risks of treatment are significant. Physicians should not offer or order PSA screening unless they are prepared to engage in shared decision making that enables an informed choice by patients.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,https://s3.amazonaws.com/itriage/choosing_wisely/161.pdf
163,Diagnosis,680,"Dont screen adolescents for scoliosis.

There is no good evidence that screening asymptomatic adolescents detects idiopathic scoliosis at an earlier stage than detection without screening. The potential harms of screening and treating adolescents include unnecessary follow-up visits and evaluations due to false positive test results and psychological adverse effects.","The American Academy of Family Physicians and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",17,
167,Procedure,389,"Dont perform elective spinal injections without imaging guidance, unless contraindicated.

Elective spinal injections, such as epidural steroid injections, should be performed under imaging guidance using fluoroscopy or CT with contrast enhancement (unless contraindicated) to ensure correct placement of the needle and to maximize diagnostic accuracy and therapeutic efficacy. Failure to use appropriate imaging may result in inappropriate placement of the medication, thereby decreasing the efficacy of the procedure and increasing the need for additional care.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
169,Procedure,388,"Dont perform elective spinal injections without imaging guidance, unless contraindicated.

Elective spinal injections, such as epidural steroid injections, should be performed under imaging guidance using fluoroscopy or CT with contrast enhancement (unless contraindicated) to ensure correct placement of the needle and to maximize diagnostic accuracy and therapeutic efficacy. Failure to use appropriate imaging may result in inappropriate placement of the medication, thereby decreasing the efficacy of the procedure and increasing the need for additional care.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
171,Procedure,577,"Dont perform elective spinal injections without imaging guidance, unless contraindicated.

Elective spinal injections, such as epidural steroid injections, should be performed under imaging guidance using fluoroscopy or CT with contrast enhancement (unless contraindicated) to ensure correct placement of the needle and to maximize diagnostic accuracy and therapeutic efficacy. Failure to use appropriate imaging may result in inappropriate placement of the medication, thereby decreasing the efficacy of the procedure and increasing the need for additional care.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
173,Procedure,576,"Dont perform elective spinal injections without imaging guidance, unless contraindicated.

Elective spinal injections, such as epidural steroid injections, should be performed under imaging guidance using fluoroscopy or CT with contrast enhancement (unless contraindicated) to ensure correct placement of the needle and to maximize diagnostic accuracy and therapeutic efficacy. Failure to use appropriate imaging may result in inappropriate placement of the medication, thereby decreasing the efficacy of the procedure and increasing the need for additional care.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
175,Procedure,578,"Dont perform elective spinal injections without imaging guidance, unless contraindicated.

Elective spinal injections, such as epidural steroid injections, should be performed under imaging guidance using fluoroscopy or CT with contrast enhancement (unless contraindicated) to ensure correct placement of the needle and to maximize diagnostic accuracy and therapeutic efficacy. Failure to use appropriate imaging may result in inappropriate placement of the medication, thereby decreasing the efficacy of the procedure and increasing the need for additional care.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
177,Procedure,373,"Dont use Bone Morphogenetic Protein (rhBMP) for routine anterior cervical spine fusion surgery.

Bone Morphogenic Protein is a compound which stimulates bone formation and healing. Life-threatening complications have been reported in the routine use of recombinant human rhBMP in anterior cervical spine fusion surgery, due to swelling of the soft tissues. This may lead to difficulty swallowing or pressure on the airway.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
179,Procedure,453,"Dont use Bone Morphogenetic Protein (rhBMP) for routine anterior cervical spine fusion surgery.

Bone Morphogenic Protein is a compound which stimulates bone formation and healing. Life-threatening complications have been reported in the routine use of recombinant human rhBMP in anterior cervical spine fusion surgery, due to swelling of the soft tissues. This may lead to difficulty swallowing or pressure on the airway.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
181,Procedure,369,"Dont use Bone Morphogenetic Protein (rhBMP) for routine anterior cervical spine fusion surgery.

Bone Morphogenic Protein is a compound which stimulates bone formation and healing. Life-threatening complications have been reported in the routine use of recombinant human rhBMP in anterior cervical spine fusion surgery, due to swelling of the soft tissues. This may lead to difficulty swallowing or pressure on the airway.","North American Spine Society and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",25,
